gender,car,reality,child_num,work_phone,phone,email,family_size,begin_month,credit,house_type_Co-op apartment,house_type_House / apartment,house_type_Municipal apartment,house_type_Office apartment,house_type_Rented apartment,house_type_With parents,family_type_Civil marriage,family_type_Married,family_type_Separated,family_type_Single / not married,family_type_Widow,edu_type_encoded,age,log_income_total
0,0,1,0,0,1,0,1.0,34.0,1.0,False,True,False,False,False,False,False,False,False,False,True,1,62,12.660331092405906
0,0,0,0,0,1,0,1.0,15.0,2.0,False,True,False,False,False,False,False,False,False,True,False,1,64,11.547336553476635
0,0,1,0,0,0,0,2.0,41.0,1.0,False,True,False,False,False,False,False,True,False,False,False,1,59,11.813037464800539
0,0,1,0,0,0,0,2.0,13.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,55,11.707677772181546
0,0,1,0,0,1,0,2.0,11.0,1.0,False,True,False,False,False,False,False,True,False,False,False,1,57,11.119897691565697
0,1,0,0,0,0,0,1.0,59.0,2.0,False,True,False,False,False,False,False,False,False,True,False,1,63,11.707677772181546
0,0,1,0,0,0,0,2.0,59.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,57,12.323860125621126
0,0,1,0,0,0,0,2.0,50.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,56,11.813037464800539
0,0,1,0,0,1,0,2.0,24.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,63,11.58989576532275
0,0,1,0,0,0,0,1.0,10.0,2.0,False,True,False,False,False,False,False,False,False,False,True,1,57,12.218500103788143
0,1,1,0,0,0,0,2.0,4.0,2.0,False,True,False,False,False,False,False,True,False,False,False,3,59,10.836655066966722
0,0,0,0,0,0,0,2.0,12.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,57,10.357774570341576
0,0,0,0,0,0,0,1.0,3.0,1.0,False,True,False,False,False,False,False,False,True,False,False,1,66,11.779136168550774
0,0,1,0,0,0,0,2.0,7.0,2.0,False,True,False,False,False,False,True,False,False,False,False,1,56,12.12541016250223
0,1,1,0,0,0,0,1.0,55.0,0.0,False,True,False,False,False,False,False,False,False,False,True,1,64,12.130276325842603
0,1,0,0,0,0,0,2.0,44.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,55,10.97679912709094
0,0,1,0,0,1,0,2.0,23.0,2.0,False,True,False,False,False,False,False,True,False,False,False,3,58,11.669937760751914
0,0,1,0,0,0,0,2.0,28.0,1.0,False,True,False,False,False,False,False,True,False,False,False,0,60,12.100717685412471
0,0,1,0,0,0,0,2.0,28.0,1.0,False,True,False,False,False,False,False,True,False,False,False,1,58,12.218500103788143
0,0,1,0,0,0,0,2.0,14.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,50,11.184435286790631
0,0,1,0,0,0,0,1.0,27.0,1.0,False,True,False,False,False,False,False,False,True,False,False,1,59,11.813037464800539
0,0,1,0,0,0,0,1.0,14.0,1.0,False,True,False,False,False,False,False,False,False,True,False,3,61,11.456365695436427
0,0,1,0,0,0,0,2.0,41.0,1.0,False,True,False,False,False,False,False,True,False,False,False,3,54,12.049424683420915
1,1,1,0,0,0,0,2.0,5.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,61,12.218500103788143
1,1,0,2,0,0,0,4.0,32.0,2.0,False,True,False,False,False,False,False,True,False,False,False,1,55,11.967187086434018
0,1,1,0,0,1,0,1.0,14.0,2.0,False,True,False,False,False,False,False,False,False,False,True,3,60,13.017005083966255
1,0,1,2,0,0,0,4.0,56.0,0.0,False,True,False,False,False,False,False,True,False,False,False,3,44,11.813037464800539
0,0,1,0,0,1,0,1.0,56.0,2.0,False,True,False,False,False,False,False,False,False,False,True,1,66,11.967187086434018
0,0,1,0,0,0,1,2.0,37.0,1.0,False,True,False,False,False,False,False,True,False,False,False,1,60,11.407576060361786
